Bar Name,Brand Name,abc_class,series_class,lead_time_days,service_level,z_score,avg_forecast_demand_per_day_ml,forecast_rmse_ml,lead_time_demand_ml,safety_stock_ml,par_level_ml,reorder_point_ml
Smith's Bar,Captain Morgan,A,intermittent-volatile,2,95%,1.645,34.3,126.6,68.5,294.5,363.0,363.0
Smith's Bar,Captain Morgan,A,intermittent-volatile,2,99%,2.326,34.3,126.6,68.5,416.5,485.0,485.0
Smith's Bar,Captain Morgan,A,intermittent-volatile,3,90%,1.282,34.3,126.6,102.8,281.1,383.9,383.9
Smith's Bar,Captain Morgan,A,intermittent-volatile,3,95%,1.645,34.3,126.6,102.8,360.7,463.5,463.5
Smith's Bar,Captain Morgan,A,intermittent-volatile,3,99%,2.326,34.3,126.6,102.8,510.1,612.8,612.8
Smith's Bar,Captain Morgan,A,intermittent-volatile,5,90%,1.282,34.3,126.6,171.3,362.9,534.2,534.2
Smith's Bar,Captain Morgan,A,intermittent-volatile,5,95%,1.645,34.3,126.6,171.3,465.7,637.0,637.0
Smith's Bar,Captain Morgan,A,intermittent-volatile,5,99%,2.326,34.3,126.6,171.3,658.5,829.7,829.7
Smith's Bar,Coors,B,intermittent-stable,2,90%,1.282,35.6,116.7,71.2,211.5,282.7,282.7
Smith's Bar,Coors,B,intermittent-stable,2,95%,1.645,35.6,116.7,71.2,271.4,342.6,342.6
Smith's Bar,Coors,B,intermittent-stable,2,99%,2.326,35.6,116.7,71.2,383.7,455.0,455.0
Smith's Bar,Coors,B,intermittent-stable,3,90%,1.282,35.6,116.7,106.9,259.0,365.9,365.9
Smith's Bar,Coors,B,intermittent-stable,3,95%,1.645,35.6,116.7,106.9,332.4,439.2,439.2
Smith's Bar,Coors,B,intermittent-stable,3,99%,2.326,35.6,116.7,106.9,470.0,576.8,576.8
Smith's Bar,Coors,B,intermittent-stable,5,90%,1.282,35.6,116.7,178.1,334.4,512.5,512.5
Smith's Bar,Coors,B,intermittent-stable,5,95%,1.645,35.6,116.7,178.1,429.1,607.2,607.2
Smith's Bar,Coors,B,intermittent-stable,5,99%,2.326,35.6,116.7,178.1,606.7,784.8,784.8
Smith's Bar,Grey Goose,A,intermittent-seasonal,2,90%,1.282,81.4,173.4,162.7,314.4,477.1,477.1
Smith's Bar,Grey Goose,A,intermittent-seasonal,2,95%,1.645,81.4,173.4,162.7,403.4,566.2,566.2
Smith's Bar,Grey Goose,A,intermittent-seasonal,2,99%,2.326,81.4,173.4,162.7,570.4,733.2,733.2
Smith's Bar,Grey Goose,A,intermittent-seasonal,3,90%,1.282,81.4,173.4,244.1,385.1,629.2,629.2
Smith's Bar,Grey Goose,A,intermittent-seasonal,3,95%,1.645,81.4,173.4,244.1,494.1,738.2,738.2
Smith's Bar,Grey Goose,A,intermittent-seasonal,3,99%,2.326,81.4,173.4,244.1,698.6,942.8,942.8
Smith's Bar,Grey Goose,A,intermittent-seasonal,5,90%,1.282,81.4,173.4,406.9,497.1,904.0,904.0
Smith's Bar,Grey Goose,A,intermittent-seasonal,5,95%,1.645,81.4,173.4,406.9,637.9,1044.7,1044.7
Smith's Bar,Grey Goose,A,intermittent-seasonal,5,99%,2.326,81.4,173.4,406.9,901.9,1308.8,1308.8
Smith's Bar,Heineken,B,intermittent-stable,2,90%,1.282,56.0,159.6,112.1,289.4,401.5,401.5
Smith's Bar,Heineken,B,intermittent-stable,2,95%,1.645,56.0,159.6,112.1,371.4,483.4,483.4
Smith's Bar,Heineken,B,intermittent-stable,2,99%,2.326,56.0,159.6,112.1,525.1,637.2,637.2
Smith's Bar,Heineken,B,intermittent-stable,3,90%,1.282,56.0,159.6,168.1,354.5,522.6,522.6
Smith's Bar,Heineken,B,intermittent-stable,3,95%,1.645,56.0,159.6,168.1,454.9,622.9,622.9
Smith's Bar,Heineken,B,intermittent-stable,3,99%,2.326,56.0,159.6,168.1,643.2,811.2,811.2
Smith's Bar,Heineken,B,intermittent-stable,5,90%,1.282,56.0,159.6,280.1,457.6,737.8,737.8
Smith's Bar,Heineken,B,intermittent-stable,5,95%,1.645,56.0,159.6,280.1,587.2,867.4,867.4
Smith's Bar,Heineken,B,intermittent-stable,5,99%,2.326,56.0,159.6,280.1,830.3,1110.4,1110.4
Smith's Bar,Jack Daniels,A,intermittent-stable,2,90%,1.282,33.2,118.0,66.3,214.0,280.3,280.3
Smith's Bar,Jack Daniels,A,intermittent-stable,2,95%,1.645,33.2,118.0,66.3,274.5,340.9,340.9
Smith's Bar,Jack Daniels,A,intermittent-stable,2,99%,2.326,33.2,118.0,66.3,388.2,454.5,454.5
Smith's Bar,Jack Daniels,A,intermittent-stable,3,90%,1.282,33.2,118.0,99.5,262.1,361.5,361.5
Smith's Bar,Jack Daniels,A,intermittent-stable,3,95%,1.645,33.2,118.0,99.5,336.3,435.7,435.7
Smith's Bar,Jack Daniels,A,intermittent-stable,3,99%,2.326,33.2,118.0,99.5,475.5,574.9,574.9
Smith's Bar,Jack Daniels,A,intermittent-stable,5,90%,1.282,33.2,118.0,165.8,338.3,504.1,504.1
Smith's Bar,Jack Daniels,A,intermittent-stable,5,95%,1.645,33.2,118.0,165.8,434.1,599.9,599.9
Smith's Bar,Jack Daniels,A,intermittent-stable,5,99%,2.326,33.2,118.0,165.8,613.8,779.6,779.6
Smith's Bar,Jameson,A,intermittent-volatile,2,90%,1.282,70.3,162.3,140.6,294.2,434.8,434.8
Smith's Bar,Jameson,A,intermittent-volatile,2,95%,1.645,70.3,162.3,140.6,377.5,518.1,518.1
Smith's Bar,Jameson,A,intermittent-volatile,2,99%,2.326,70.3,162.3,140.6,533.8,674.4,674.4
Smith's Bar,Jameson,A,intermittent-volatile,3,90%,1.282,70.3,162.3,211.0,360.3,571.3,571.3
Smith's Bar,Jameson,A,intermittent-volatile,3,95%,1.645,70.3,162.3,211.0,462.3,673.3,673.3
Smith's Bar,Jameson,A,intermittent-volatile,3,99%,2.326,70.3,162.3,211.0,653.7,864.7,864.7
Smith's Bar,Jameson,A,intermittent-volatile,5,90%,1.282,70.3,162.3,351.6,465.2,816.8,816.8
Smith's Bar,Jameson,A,intermittent-volatile,5,95%,1.645,70.3,162.3,351.6,596.9,948.5,948.5
Smith's Bar,Jameson,A,intermittent-volatile,5,99%,2.326,70.3,162.3,351.6,844.0,1195.6,1195.6
Smith's Bar,Jim Beam,A,intermittent-stable,2,90%,1.282,46.0,123.5,91.9,223.9,315.8,315.8
Smith's Bar,Jim Beam,A,intermittent-stable,2,95%,1.645,46.0,123.5,91.9,287.3,379.2,379.2
Smith's Bar,Jim Beam,A,intermittent-stable,2,99%,2.326,46.0,123.5,91.9,406.2,498.1,498.1
Smith's Bar,Jim Beam,A,intermittent-stable,3,90%,1.282,46.0,123.5,137.9,274.2,412.1,412.1
Smith's Bar,Jim Beam,A,intermittent-stable,3,95%,1.645,46.0,123.5,137.9,351.9,489.7,489.7
Smith's Bar,Jim Beam,A,intermittent-stable,3,99%,2.326,46.0,123.5,137.9,497.5,635.4,635.4
Smith's Bar,Jim Beam,A,intermittent-stable,5,90%,1.282,46.0,123.5,229.8,354.0,583.8,583.8
Smith's Bar,Jim Beam,A,intermittent-stable,5,95%,1.645,46.0,123.5,229.8,454.2,684.0,684.0
Smith's Bar,Jim Beam,A,intermittent-stable,5,99%,2.326,46.0,123.5,229.8,642.3,872.0,872.0
Smith's Bar,Malibu,A,intermittent-volatile,2,90%,1.282,52.4,152.9,104.9,277.1,382.0,382.0
Smith's Bar,Malibu,A,intermittent-volatile,2,95%,1.645,52.4,152.9,104.9,355.6,460.5,460.5
Smith's Bar,Malibu,A,intermittent-volatile,2,99%,2.326,52.4,152.9,104.9,502.8,607.7,607.7
Smith's Bar,Malibu,A,intermittent-volatile,3,90%,1.282,52.4,152.9,157.3,339.4,496.7,496.7
Smith's Bar,Malibu,A,intermittent-volatile,3,95%,1.645,52.4,152.9,157.3,435.5,592.8,592.8
Smith's Bar,Malibu,A,intermittent-volatile,3,99%,2.326,52.4,152.9,157.3,615.8,773.1,773.1
Smith's Bar,Malibu,A,intermittent-volatile,5,90%,1.282,52.4,152.9,262.2,438.2,700.4,700.4
Smith's Bar,Malibu,A,intermittent-volatile,5,95%,1.645,52.4,152.9,262.2,562.2,824.4,824.4
Smith's Bar,Malibu,A,intermittent-volatile,5,99%,2.326,52.4,152.9,262.2,795.0,1057.2,1057.2
Smith's Bar,Miller,A,intermittent-stable,2,90%,1.282,45.0,121.7,90.1,220.7,310.8,310.8
Smith's Bar,Miller,A,intermittent-stable,2,95%,1.645,45.0,121.7,90.1,283.2,373.3,373.3
Smith's Bar,Miller,A,intermittent-stable,2,99%,2.326,45.0,121.7,90.1,400.4,490.5,490.5
Smith's Bar,Miller,A,intermittent-stable,3,90%,1.282,45.0,121.7,135.1,270.3,405.4,405.4
Smith's Bar,Miller,A,intermittent-stable,3,95%,1.645,45.0,121.7,135.1,346.9,482.0,482.0
Smith's Bar,Miller,A,intermittent-stable,3,99%,2.326,45.0,121.7,135.1,490.4,625.6,625.6
Smith's Bar,Miller,A,intermittent-stable,5,90%,1.282,45.0,121.7,225.2,349.0,574.2,574.2
Smith's Bar,Miller,A,intermittent-stable,5,95%,1.645,45.0,121.7,225.2,447.8,673.0,673.0
Smith's Bar,Miller,A,intermittent-stable,5,99%,2.326,45.0,121.7,225.2,633.2,858.4,858.4
Smith's Bar,Smirnoff,B,intermittent-volatile,2,90%,1.282,62.3,159.5,124.6,289.3,413.9,413.9
Smith's Bar,Smirnoff,B,intermittent-volatile,2,95%,1.645,62.3,159.5,124.6,371.2,495.8,495.8
Smith's Bar,Smirnoff,B,intermittent-volatile,2,99%,2.326,62.3,159.5,124.6,524.8,649.4,649.4
Smith's Bar,Smirnoff,B,intermittent-volatile,3,90%,1.282,62.3,159.5,186.9,354.3,541.2,541.2
Smith's Bar,Smirnoff,B,intermittent-volatile,3,95%,1.645,62.3,159.5,186.9,454.6,641.5,641.5
Smith's Bar,Smirnoff,B,intermittent-volatile,3,99%,2.326,62.3,159.5,186.9,642.8,829.7,829.7
Smith's Bar,Smirnoff,B,intermittent-volatile,5,90%,1.282,62.3,159.5,311.5,457.4,768.9,768.9
Smith's Bar,Smirnoff,B,intermittent-volatile,5,95%,1.645,62.3,159.5,311.5,586.9,898.4,898.4
Smith's Bar,Smirnoff,B,intermittent-volatile,5,99%,2.326,62.3,159.5,311.5,829.8,1141.3,1141.3
Smith's Bar,Sutter Home,A,intermittent-stable,2,90%,1.282,88.8,170.5,177.7,309.0,486.7,486.7
Smith's Bar,Sutter Home,A,intermittent-stable,2,95%,1.645,88.8,170.5,177.7,396.5,574.2,574.2
Smith's Bar,Sutter Home,A,intermittent-stable,2,99%,2.326,88.8,170.5,177.7,560.7,738.4,738.4
Smith's Bar,Sutter Home,A,intermittent-stable,3,90%,1.282,88.8,170.5,266.5,378.5,645.0,645.0
Smith's Bar,Sutter Home,A,intermittent-stable,3,95%,1.645,88.8,170.5,266.5,485.7,752.2,752.2
Smith's Bar,Sutter Home,A,intermittent-stable,3,99%,2.326,88.8,170.5,266.5,686.7,953.2,953.2
Smith's Bar,Sutter Home,A,intermittent-stable,5,90%,1.282,88.8,170.5,444.2,488.6,932.8,932.8
Smith's Bar,Sutter Home,A,intermittent-stable,5,95%,1.645,88.8,170.5,444.2,627.0,1071.2,1071.2
Smith's Bar,Sutter Home,A,intermittent-stable,5,99%,2.326,88.8,170.5,444.2,886.5,1330.7,1330.7
Smith's Bar,Yellow Tail,A,intermittent-stable,2,90%,1.282,69.0,178.5,138.1,323.7,461.8,461.8
Smith's Bar,Yellow Tail,A,intermittent-stable,2,95%,1.645,69.0,178.5,138.1,415.3,553.4,553.4
Smith's Bar,Yellow Tail,A,intermittent-stable,2,99%,2.326,69.0,178.5,138.1,587.3,725.4,725.4
Smith's Bar,Yellow Tail,A,intermittent-stable,3,90%,1.282,69.0,178.5,207.1,396.4,603.6,603.6
Smith's Bar,Yellow Tail,A,intermittent-stable,3,95%,1.645,69.0,178.5,207.1,508.7,715.8,715.8
Smith's Bar,Yellow Tail,A,intermittent-stable,3,99%,2.326,69.0,178.5,207.1,719.3,926.4,926.4
Smith's Bar,Yellow Tail,A,intermittent-stable,5,90%,1.282,69.0,178.5,345.2,511.8,857.0,857.0
Smith's Bar,Yellow Tail,A,intermittent-stable,5,95%,1.645,69.0,178.5,345.2,656.7,1001.9,1001.9
Smith's Bar,Yellow Tail,A,intermittent-stable,5,99%,2.326,69.0,178.5,345.2,928.6,1273.8,1273.8
Taylor's Bar,Absolut,A,intermittent-stable,2,90%,1.282,60.2,165.1,120.3,299.3,419.7,419.7
Taylor's Bar,Absolut,A,intermittent-stable,2,95%,1.645,60.2,165.1,120.3,384.1,504.4,504.4
Taylor's Bar,Absolut,A,intermittent-stable,2,99%,2.326,60.2,165.1,120.3,543.1,663.4,663.4
Taylor's Bar,Absolut,A,intermittent-stable,3,90%,1.282,60.2,165.1,180.5,366.6,547.1,547.1
Taylor's Bar,Absolut,A,intermittent-stable,3,95%,1.645,60.2,165.1,180.5,470.4,650.9,650.9
Taylor's Bar,Absolut,A,intermittent-stable,3,99%,2.326,60.2,165.1,180.5,665.1,845.6,845.6
Taylor's Bar,Absolut,A,intermittent-stable,5,90%,1.282,60.2,165.1,300.8,473.3,774.1,774.1
Taylor's Bar,Absolut,A,intermittent-stable,5,95%,1.645,60.2,165.1,300.8,607.3,908.1,908.1
Taylor's Bar,Absolut,A,intermittent-stable,5,99%,2.326,60.2,165.1,300.8,858.7,1159.5,1159.5
Taylor's Bar,Bacardi,B,intermittent-volatile,2,90%,1.282,33.1,142.5,66.1,258.4,324.5,324.5
Taylor's Bar,Bacardi,B,intermittent-volatile,2,95%,1.645,33.1,142.5,66.1,331.5,397.7,397.7
Taylor's Bar,Bacardi,B,intermittent-volatile,2,99%,2.326,33.1,142.5,66.1,468.8,534.9,534.9
Taylor's Bar,Bacardi,B,intermittent-volatile,3,90%,1.282,33.1,142.5,99.2,316.4,415.7,415.7
Taylor's Bar,Bacardi,B,intermittent-volatile,3,95%,1.645,33.1,142.5,99.2,406.0,505.3,505.3
Taylor's Bar,Bacardi,B,intermittent-volatile,3,99%,2.326,33.1,142.5,99.2,574.1,673.4,673.4
Taylor's Bar,Bacardi,B,intermittent-volatile,5,90%,1.282,33.1,142.5,165.3,408.5,573.9,573.9
Taylor's Bar,Bacardi,B,intermittent-volatile,5,95%,1.645,33.1,142.5,165.3,524.2,689.6,689.6
Taylor's Bar,Bacardi,B,intermittent-volatile,5,99%,2.326,33.1,142.5,165.3,741.2,906.6,906.6
Taylor's Bar,Barefoot,A,intermittent-volatile,2,90%,1.282,66.6,165.4,133.2,299.9,433.1,433.1
Taylor's Bar,Barefoot,A,intermittent-volatile,2,95%,1.645,66.6,165.4,133.2,384.8,518.0,518.0
Taylor's Bar,Barefoot,A,intermittent-volatile,2,99%,2.326,66.6,165.4,133.2,544.1,677.3,677.3
Taylor's Bar,Barefoot,A,intermittent-volatile,3,90%,1.282,66.6,165.4,199.7,367.3,567.0,567.0
Taylor's Bar,Barefoot,A,intermittent-volatile,3,95%,1.645,66.6,165.4,199.7,471.3,671.0,671.0
Taylor's Bar,Barefoot,A,intermittent-volatile,3,99%,2.326,66.6,165.4,199.7,666.4,866.2,866.2
Taylor's Bar,Barefoot,A,intermittent-volatile,5,90%,1.282,66.6,165.4,332.9,474.2,807.1,807.1
Taylor's Bar,Barefoot,A,intermittent-volatile,5,95%,1.645,66.6,165.4,332.9,608.5,941.3,941.3
Taylor's Bar,Barefoot,A,intermittent-volatile,5,99%,2.326,66.6,165.4,332.9,860.3,1193.2,1193.2
Taylor's Bar,Budweiser,A,intermittent-stable,2,90%,1.282,22.7,115.1,45.4,208.7,254.1,254.1
Taylor's Bar,Budweiser,A,intermittent-stable,2,95%,1.645,22.7,115.1,45.4,267.8,313.2,313.2
Taylor's Bar,Budweiser,A,intermittent-stable,2,99%,2.326,22.7,115.1,45.4,378.7,424.1,424.1
Taylor's Bar,Budweiser,A,intermittent-stable,3,90%,1.282,22.7,115.1,68.1,255.6,323.7,323.7
Taylor's Bar,Budweiser,A,intermittent-stable,3,95%,1.645,22.7,115.1,68.1,328.0,396.1,396.1
Taylor's Bar,Budweiser,A,intermittent-stable,3,99%,2.326,22.7,115.1,68.1,463.8,531.9,531.9
Taylor's Bar,Budweiser,A,intermittent-stable,5,90%,1.282,22.7,115.1,113.5,330.0,443.5,443.5
Taylor's Bar,Budweiser,A,intermittent-stable,5,95%,1.645,22.7,115.1,113.5,423.4,537.0,537.0
Taylor's Bar,Budweiser,A,intermittent-stable,5,99%,2.326,22.7,115.1,113.5,598.7,712.3,712.3
Taylor's Bar,Captain Morgan,A,intermittent-volatile,2,90%,1.282,60.9,174.5,121.7,316.3,438.0,438.0
Taylor's Bar,Captain Morgan,A,intermittent-volatile,2,95%,1.645,60.9,174.5,121.7,405.9,527.6,527.6
Taylor's Bar,Captain Morgan,A,intermittent-volatile,2,99%,2.326,60.9,174.5,121.7,573.9,695.6,695.6
Taylor's Bar,Captain Morgan,A,intermittent-volatile,3,90%,1.282,60.9,174.5,182.6,387.4,570.0,570.0
Taylor's Bar,Captain Morgan,A,intermittent-volatile,3,95%,1.645,60.9,174.5,182.6,497.1,679.7,679.7
Taylor's Bar,Captain Morgan,A,intermittent-volatile,3,99%,2.326,60.9,174.5,182.6,702.9,885.4,885.4
Taylor's Bar,Captain Morgan,A,intermittent-volatile,5,90%,1.282,60.9,174.5,304.3,500.1,804.4,804.4
Taylor's Bar,Captain Morgan,A,intermittent-volatile,5,95%,1.645,60.9,174.5,304.3,641.7,946.0,946.0
Taylor's Bar,Captain Morgan,A,intermittent-volatile,5,99%,2.326,60.9,174.5,304.3,907.4,1211.7,1211.7
Taylor's Bar,Coors,B,intermittent-volatile,2,90%,1.282,35.7,110.7,71.5,200.8,272.2,272.2
Taylor's Bar,Coors,B,intermittent-volatile,2,95%,1.645,35.7,110.7,71.5,257.6,329.1,329.1
Taylor's Bar,Coors,B,intermittent-volatile,2,99%,2.326,35.7,110.7,71.5,364.3,435.8,435.8
Taylor's Bar,Coors,B,intermittent-volatile,3,90%,1.282,35.7,110.7,107.2,245.9,353.1,353.1
Taylor's Bar,Coors,B,intermittent-volatile,3,95%,1.645,35.7,110.7,107.2,315.5,422.7,422.7
Taylor's Bar,Coors,B,intermittent-volatile,3,99%,2.326,35.7,110.7,107.2,446.2,553.4,553.4
Taylor's Bar,Coors,B,intermittent-volatile,5,90%,1.282,35.7,110.7,178.6,317.5,496.1,496.1
Taylor's Bar,Coors,B,intermittent-volatile,5,95%,1.645,35.7,110.7,178.6,407.4,586.0,586.0
Taylor's Bar,Coors,B,intermittent-volatile,5,99%,2.326,35.7,110.7,178.6,576.0,754.6,754.6
Taylor's Bar,Grey Goose,A,intermittent-stable,2,90%,1.282,81.3,173.9,162.7,315.3,478.0,478.0
Taylor's Bar,Grey Goose,A,intermittent-stable,2,95%,1.645,81.3,173.9,162.7,404.6,567.3,567.3
Taylor's Bar,Grey Goose,A,intermittent-stable,2,99%,2.326,81.3,173.9,162.7,572.1,734.8,734.8
Taylor's Bar,Grey Goose,A,intermittent-stable,3,90%,1.282,81.3,173.9,244.0,386.2,630.2,630.2
Taylor's Bar,Grey Goose,A,intermittent-stable,3,95%,1.645,81.3,173.9,244.0,495.6,739.6,739.6
Taylor's Bar,Grey Goose,A,intermittent-stable,3,99%,2.326,81.3,173.9,244.0,700.7,944.7,944.7
Taylor's Bar,Grey Goose,A,intermittent-stable,5,90%,1.282,81.3,173.9,406.7,498.6,905.3,905.3
Taylor's Bar,Grey Goose,A,intermittent-stable,5,95%,1.645,81.3,173.9,406.7,639.8,1046.5,1046.5
Taylor's Bar,Grey Goose,A,intermittent-stable,5,99%,2.326,81.3,173.9,406.7,904.6,1311.3,1311.3
Taylor's Bar,Heineken,C,intermittent-stable,2,90%,1.282,20.2,99.6,40.4,180.6,221.0,221.0
Taylor's Bar,Heineken,C,intermittent-stable,2,95%,1.645,20.2,99.6,40.4,231.7,272.1,272.1
Taylor's Bar,Heineken,C,intermittent-stable,2,99%,2.326,20.2,99.6,40.4,327.6,368.0,368.0
Taylor's Bar,Heineken,C,intermittent-stable,3,90%,1.282,20.2,99.6,60.6,221.1,281.7,281.7
Taylor's Bar,Heineken,C,intermittent-stable,3,95%,1.645,20.2,99.6,60.6,283.8,344.4,344.4
Taylor's Bar,Heineken,C,intermittent-stable,3,99%,2.326,20.2,99.6,60.6,401.2,461.8,461.8
Taylor's Bar,Heineken,C,intermittent-stable,5,90%,1.282,20.2,99.6,101.0,285.5,386.5,386.5
Taylor's Bar,Heineken,C,intermittent-stable,5,95%,1.645,20.2,99.6,101.0,366.3,467.3,467.3
Taylor's Bar,Heineken,C,intermittent-stable,5,99%,2.326,20.2,99.6,101.0,518.0,619.0,619.0
Taylor's Bar,Jack Daniels,A,intermittent-volatile,2,90%,1.282,49.6,141.2,99.2,256.0,355.3,355.3
Taylor's Bar,Jack Daniels,A,intermittent-volatile,2,95%,1.645,49.6,141.2,99.2,328.5,427.8,427.8
Taylor's Bar,Jack Daniels,A,intermittent-volatile,2,99%,2.326,49.6,141.2,99.2,464.5,563.8,563.8
Taylor's Bar,Jack Daniels,A,intermittent-volatile,3,90%,1.282,49.6,141.2,148.8,313.6,462.4,462.4
Taylor's Bar,Jack Daniels,A,intermittent-volatile,3,95%,1.645,49.6,141.2,148.8,402.4,551.2,551.2
Taylor's Bar,Jack Daniels,A,intermittent-volatile,3,99%,2.326,49.6,141.2,148.8,568.9,717.8,717.8
Taylor's Bar,Jack Daniels,A,intermittent-volatile,5,90%,1.282,49.6,141.2,248.1,404.8,652.9,652.9
Taylor's Bar,Jack Daniels,A,intermittent-volatile,5,95%,1.645,49.6,141.2,248.1,519.5,767.5,767.5
Taylor's Bar,Jack Daniels,A,intermittent-volatile,5,99%,2.326,49.6,141.2,248.1,734.5,982.6,982.6
Taylor's Bar,Jameson,A,intermittent-volatile,2,90%,1.282,68.4,176.3,136.8,319.7,456.5,456.5
Taylor's Bar,Jameson,A,intermittent-volatile,2,95%,1.645,68.4,176.3,136.8,410.2,547.0,547.0
Taylor's Bar,Jameson,A,intermittent-volatile,2,99%,2.326,68.4,176.3,136.8,580.1,716.9,716.9
Taylor's Bar,Jameson,A,intermittent-volatile,3,90%,1.282,68.4,176.3,205.2,391.6,596.8,596.8
Taylor's Bar,Jameson,A,intermittent-volatile,3,95%,1.645,68.4,176.3,205.2,502.4,707.7,707.7
Taylor's Bar,Jameson,A,intermittent-volatile,3,99%,2.326,68.4,176.3,205.2,710.5,915.7,915.7
Taylor's Bar,Jameson,A,intermittent-volatile,5,90%,1.282,68.4,176.3,342.0,505.5,847.5,847.5
Taylor's Bar,Jameson,A,intermittent-volatile,5,95%,1.645,68.4,176.3,342.0,648.7,990.7,990.7
Taylor's Bar,Jameson,A,intermittent-volatile,5,99%,2.326,68.4,176.3,342.0,917.2,1259.2,1259.2
Taylor's Bar,Jim Beam,A,intermittent-volatile,2,90%,1.282,77.9,203.6,155.7,369.1,524.8,524.8
Taylor's Bar,Jim Beam,A,intermittent-volatile,2,95%,1.645,77.9,203.6,155.7,473.6,629.3,629.3
Taylor's Bar,Jim Beam,A,intermittent-volatile,2,99%,2.326,77.9,203.6,155.7,669.6,825.3,825.3
Taylor's Bar,Jim Beam,A,intermittent-volatile,3,90%,1.282,77.9,203.6,233.6,452.0,685.6,685.6
Taylor's Bar,Jim Beam,A,intermittent-volatile,3,95%,1.645,77.9,203.6,233.6,580.0,813.6,813.6
Taylor's Bar,Jim Beam,A,intermittent-volatile,3,99%,2.326,77.9,203.6,233.6,820.1,1053.7,1053.7
Taylor's Bar,Jim Beam,A,intermittent-volatile,5,90%,1.282,77.9,203.6,389.4,583.5,972.9,972.9
Taylor's Bar,Jim Beam,A,intermittent-volatile,5,95%,1.645,77.9,203.6,389.4,748.8,1138.1,1138.1
Taylor's Bar,Jim Beam,A,intermittent-volatile,5,99%,2.326,77.9,203.6,389.4,1058.7,1448.1,1448.1
Taylor's Bar,Malibu,A,intermittent-volatile,2,90%,1.282,62.1,153.3,124.3,278.0,402.3,402.3
Taylor's Bar,Malibu,A,intermittent-volatile,2,95%,1.645,62.1,153.3,124.3,356.7,481.0,481.0
Taylor's Bar,Malibu,A,intermittent-volatile,2,99%,2.326,62.1,153.3,124.3,504.4,628.7,628.7
Taylor's Bar,Malibu,A,intermittent-volatile,3,90%,1.282,62.1,153.3,186.4,340.5,526.9,526.9
Taylor's Bar,Malibu,A,intermittent-volatile,3,95%,1.645,62.1,153.3,186.4,436.9,623.3,623.3
Taylor's Bar,Malibu,A,intermittent-volatile,3,99%,2.326,62.1,153.3,186.4,617.7,804.2,804.2
Taylor's Bar,Malibu,A,intermittent-volatile,5,90%,1.282,62.1,153.3,310.7,439.5,750.3,750.3
Taylor's Bar,Malibu,A,intermittent-volatile,5,95%,1.645,62.1,153.3,310.7,564.0,874.7,874.7
Taylor's Bar,Malibu,A,intermittent-volatile,5,99%,2.326,62.1,153.3,310.7,797.5,1108.2,1108.2
Taylor's Bar,Miller,B,intermittent-seasonal,2,90%,1.282,30.5,130.2,61.0,236.1,297.1,297.1
Taylor's Bar,Miller,B,intermittent-seasonal,2,95%,1.645,30.5,130.2,61.0,303.0,363.9,363.9
Taylor's Bar,Miller,B,intermittent-seasonal,2,99%,2.326,30.5,130.2,61.0,428.4,489.3,489.3
Taylor's Bar,Miller,B,intermittent-seasonal,3,90%,1.282,30.5,130.2,91.5,289.2,380.6,380.6
Taylor's Bar,Miller,B,intermittent-seasonal,3,95%,1.645,30.5,130.2,91.5,371.0,462.5,462.5
Taylor's Bar,Miller,B,intermittent-seasonal,3,99%,2.326,30.5,130.2,91.5,524.6,616.1,616.1
Taylor's Bar,Miller,B,intermittent-seasonal,5,90%,1.282,30.5,130.2,152.4,373.3,525.7,525.7
Taylor's Bar,Miller,B,intermittent-seasonal,5,95%,1.645,30.5,130.2,152.4,479.0,631.4,631.4
Taylor's Bar,Miller,B,intermittent-seasonal,5,99%,2.326,30.5,130.2,152.4,677.3,829.7,829.7
Taylor's Bar,Smirnoff,A,intermittent-seasonal,2,90%,1.282,86.7,194.5,173.4,352.6,526.0,526.0
Taylor's Bar,Smirnoff,A,intermittent-seasonal,2,95%,1.645,86.7,194.5,173.4,452.4,625.8,625.8
Taylor's Bar,Smirnoff,A,intermittent-seasonal,2,99%,2.326,86.7,194.5,173.4,639.7,813.1,813.1
Taylor's Bar,Smirnoff,A,intermittent-seasonal,3,90%,1.282,86.7,194.5,260.1,431.8,691.9,691.9
Taylor's Bar,Smirnoff,A,intermittent-seasonal,3,95%,1.645,86.7,194.5,260.1,554.1,814.2,814.2
Taylor's Bar,Smirnoff,A,intermittent-seasonal,3,99%,2.326,86.7,194.5,260.1,783.5,1043.6,1043.6
Taylor's Bar,Smirnoff,A,intermittent-seasonal,5,90%,1.282,86.7,194.5,433.5,557.5,991.0,991.0
Taylor's Bar,Smirnoff,A,intermittent-seasonal,5,95%,1.645,86.7,194.5,433.5,715.3,1148.9,1148.9
Taylor's Bar,Smirnoff,A,intermittent-seasonal,5,99%,2.326,86.7,194.5,433.5,1011.5,1445.0,1445.0
Taylor's Bar,Sutter Home,B,intermittent-volatile,2,90%,1.282,69.3,206.7,138.7,374.8,513.5,513.5
Taylor's Bar,Sutter Home,B,intermittent-volatile,2,95%,1.645,69.3,206.7,138.7,480.9,619.6,619.6
Taylor's Bar,Sutter Home,B,intermittent-volatile,2,99%,2.326,69.3,206.7,138.7,680.0,818.7,818.7
Taylor's Bar,Sutter Home,B,intermittent-volatile,3,90%,1.282,69.3,206.7,208.0,459.0,667.0,667.0
